ItemNumber,ItemText,Reward,Value,ITI,ISI,Order,peerName(dis/comp/sim),TrialType,Condition
180.0,Like friends,1,2,2.0961,2.6064,,,HighReward_SimPeer,5
67.0,Like juice,1,2,1.9117,2.3385,,,HighReward_SimPeer,5
98.0,Don't like writing poems,1,0,2.8345,4.6885,,,HighReward_DisPeer,3
162.0,Like superhero movies,1,1,1.7280000000000002,4.5208,,,HighReward_Computer,4
41.0,Not nerdy,0,2,2.3554,2.0225,,,LowReward_SimPeer,2
77.0,Don't like cooking shows,1,1,4.1197,3.0518,,,HighReward_Computer,4
47.0,Don't like new people,0,1,1.1633,2.1505,,,LowReward_Computer,1
148.0,Like family,0,0,1.1279,4.2019,,,LowReward_DisPeer,0
66.0,Like school,0,1,4.0428,3.9772,,,LowReward_Computer,1
101.0,Like making videos,0,1,2.8018,4.0015,,,LowReward_Computer,1
177.0,Don't care about the environment,0,1,2.2295,3.2258,,,LowReward_Computer,1
145.0,Don't like bugs,1,2,3.1616,3.7522,,,HighReward_SimPeer,5
32.0,Not disorganized,0,0,3.2502,2.7743,,,LowReward_DisPeer,0
181.0,Like watching movies,0,1,0.99611,3.1062,,,LowReward_Computer,1
110.0,Like volleyball,1,2,2.8428,2.0429,,,HighReward_SimPeer,5
11.0,Speak Spanish,0,0,2.0397,2.4076,,,LowReward_DisPeer,0
55.0,Like soccer,0,2,1.915,2.2057,,,LowReward_SimPeer,2
40.0,Like concerts,0,1,2.6639999999999997,3.5144,,,LowReward_Computer,1
108.0,Like fast food,1,1,3.56,5.5052,,,HighReward_Computer,4
72.0,Like politics,1,2,1.8156,2.559,,,HighReward_SimPeer,5
17.0,Like social media,0,0,1.8224,2.3792,,,LowReward_DisPeer,0
7.0,Don't like napping,0,1,4.4597,4.1097,,,LowReward_Computer,1
199.0,Religious,0,2,1.8536,3.2673,,,LowReward_SimPeer,2
35.0,Don't like cartoons,0,0,1.3003,5.6591,,,LowReward_DisPeer,0
143.0,Like dancing,0,1,2.3554,4.1522,,,LowReward_Computer,1
189.0,Like beaches,0,0,4.0077,1.9679,,,LowReward_DisPeer,0
103.0,Like philosophy,1,1,1.4029,3.9772,,,HighReward_Computer,4
210.0,Don't like guitars,1,1,3.2533,4.6866,,,HighReward_Computer,4
80.0,Not in a book club,1,2,3.0051,2.0693,,,HighReward_SimPeer,5
175.0,Like keeping a journal,0,0,2.9304,3.0482,,,LowReward_DisPeer,0
27.0,Like science fiction,1,1,2.2871,2.6382,,,HighReward_Computer,4
94.0,Like cookies,1,2,1.5433,4.6358,,,HighReward_SimPeer,5
29.0,A reader,1,0,4.1899,5.2257,,,HighReward_DisPeer,3
152.0,Like breakfast food,1,2,3.4154,5.0194,,,HighReward_SimPeer,5
57.0,Don't like olives,1,2,2.1972,3.1496,,,HighReward_SimPeer,5
91.0,Like laser tag,1,0,1.3565,4.5043,,,HighReward_DisPeer,3
3.0,Don't like jazz,0,0,2.2701,3.1185,,,LowReward_DisPeer,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
