ItemNumber,ItemText,Reward,Value,ITI,ISI,Order,peerName(dis/comp/sim),TrialType,Condition
146.0,Don't like snow,0,0,2.6639999999999997,3.5144,,,LowReward_DisPeer,0
163.0,Like aquariums,1,1,3.56,5.5052,,,HighReward_Computer,4
96.0,Like history,1,0,1.8156,2.559,,,HighReward_DisPeer,3
89.0,Stand up for others,1,2,1.8224,2.3792,,,HighReward_SimPeer,5
37.0,Like dogs,1,1,4.4597,4.1097,,,HighReward_Computer,4
145.0,Like bugs,0,0,1.8536,3.2673,,,LowReward_DisPeer,0
207.0,Don't speak French,1,2,1.3003,5.6591,,,HighReward_SimPeer,5
32.0,Disorganized,1,2,2.3554,4.1522,,,HighReward_SimPeer,5
153.0,Like mini golf,1,2,4.0077,1.9679,,,HighReward_SimPeer,5
113.0,Like phone calls,1,0,1.4029,3.9772,,,HighReward_DisPeer,3
16.0,Don't like ice skating,1,1,3.2533,4.6866,,,HighReward_Computer,4
135.0,Like thrift shopping,0,2,3.0051,2.0693,,,LowReward_SimPeer,2
70.0,Like road trips,1,1,2.9304,3.0482,,,HighReward_Computer,4
99.0,Like board games,0,1,2.2871,2.6382,,,LowReward_Computer,1
93.0,Like riding horses,0,0,1.5433,4.6358,,,LowReward_DisPeer,0
73.0,Like being with friends,0,1,4.1899,5.2257,,,LowReward_Computer,1
77.0,Don't like cooking shows,0,1,3.4154,5.0194,,,LowReward_Computer,1
95.0,Like summer camp,0,1,2.1972,3.1496,,,LowReward_Computer,1
196.0,Don't like malls,1,2,1.3565,4.5043,,,HighReward_SimPeer,5
90.0,Don't like playing chess,0,0,2.2701,3.1185,,,LowReward_DisPeer,0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
